ID_PEDIDO,ID_DETALLE,FECHA,ID_CLIENTE,Cliente,ID_VENDEDOR,Nombre_Vendedor,Genero_Vendedor,SUCURSAL,Provincia_Vendedor,Region_Vendedor,latitud,longitud,ID_PRODUCTO,Nombre_Producto,CANTIDAD,PRECIO_VENTA_UNITARIO,COSTO_UNITARIO,INGRESO_TOTAL,COSTO_TOTAL,MARGEN_BENEFICIO,PORCENTAJE_MARGEN,RANK_PRODUCTO_EN_HISTORIAL_CLIENTE,foto_Productos_url,foto_Vendedor_url
1528,4653,2020-04-10,1,Alejandro Perez,7,Juan Comila,Masculino,Sucursal 2,Puerto Plata,SUR,19.8,-70.7,17,Jabon Limpiol,18,110.0,85.0,1980.0,1530.0,450.0,22.73,13,https://raw.githubusercontent.com/JUANCITOPENA/GENERADOR_IMAGENES_PERSONAS/refs/heads/main/FOTOS_PRODUCTOS/producto_17.png,https://raw.githubusercontent.com/JUANCITOPENA/GENERADOR_IMAGENES_PERSONAS/refs/heads/main/FOTOS_PERSONAS/persona_7.png
1528,4655,2020-04-10,1,Alejandro Perez,7,Juan Comila,Masculino,Sucursal 2,Puerto Plata,SUR,19.8,-70.7,17,Jabon Limpiol,18,110.0,85.0,1980.0,1530.0,450.0,22.73,13,https://raw.githubusercontent.com/JUANCITOPENA/GENERADOR_IMAGENES_PERSONAS/refs/heads/main/FOTOS_PRODUCTOS/producto_17.png,https://raw.githubusercontent.com/JUANCITOPENA/GENERADOR_IMAGENES_PERSONAS/refs/heads/main/FOTOS_PERSONAS/persona_7.png
993,3079,2022-04-10,1,Alejandro Perez,12,María Rodríguez,Femenino,Sucursal 3,Barahona,ESTE,18.2,-71.1,16,Mermelada de Manzanas,17,112.0,76.0,1904.0,1292.0,612.0,32.14,16,https://raw.githubusercontent.com/JUANCITOPENA/GENERADOR_IMAGENES_PERSONAS/refs/heads/main/FOTOS_PRODUCTOS/producto_16.png,https://raw.githubusercontent.com/JUANCITOPENA/GENERADOR_IMAGENES_PERSONAS/refs/heads/main/FOTOS_PERSONAS/persona_12.png
2025,6214,2021-07-20,1,Alejandro Perez,6,Jorge Ramos,Masculino,Sucursal 2,Santiago,SUR,19.45,-70.7,15,Miel,20,95.0,75.0,1900.0,1500.0,400.0,21.05,17,https://raw.githubusercontent.com/JUANCITOPENA/GENERADOR_IMAGENES_PERSONAS/refs/heads/main/FOTOS_PRODUCTOS/producto_15.png,https://raw.githubusercontent.com/JUANCITOPENA/GENERADOR_IMAGENES_PERSONAS/refs/heads/main/FOTOS_PERSONAS/persona_6.png
1775,5439,2022-10-11,1,Alejandro Perez,13,Alejandro Peña,Masculino,Sucursal 3,San Juan,ESTE,18.8,-71.2,17,Jabon Limpiol,17,110.0,85.0,1870.0,1445.0,425.0,22.73,18,https://raw.githubusercontent.com/JUANCITOPENA/GENERADOR_IMAGENES_PERSONAS/refs/heads/main/FOTOS_PRODUCTOS/producto_17.png,https://raw.githubusercontent.com/JUANCITOPENA/GENERADOR_IMAGENES_PERSONAS/refs/heads/main/FOTOS_PERSONAS/persona_13.png
1390,4256,2021-04-06,1,Alejandro Perez,10,Julio Linarez,Masculino,Sucursal 2,La Vega,SUR,19.216667,-70.516667,16,Mermelada de Manzanas,16,112.0,76.0,1792.0,1216.0,576.0,32.14,19,https://raw.githubusercontent.com/JUANCITOPENA/GENERADOR_IMAGENES_PERSONAS/refs/heads/main/FOTOS_PRODUCTOS/producto_16.png,https://raw.githubusercontent.com/JUANCITOPENA/GENERADOR_IMAGENES_PERSONAS/refs/heads/main/FOTOS_PERSONAS/persona_10.png
1241,3796,2023-03-14,1,Alejandro Perez,3,Ana Santana,Femenino,Sucursal 1,Hato Mayor,NORTE,18.75,-69.25,16,Mermelada de Manzanas,16,112.0,76.0,1792.0,1216.0,576.0,32.14,19,https://raw.githubusercontent.com/JUANCITOPENA/GENERADOR_IMAGENES_PERSONAS/refs/heads/main/FOTOS_PRODUCTOS/producto_16.png,https://raw.githubusercontent.com/JUANCITOPENA/GENERADOR_IMAGENES_PERSONAS/refs/heads/main/FOTOS_PERSONAS/persona_3.png
1435,4384,2020-11-19,1,Alejandro Perez,1,Juan Perez,Masculino,Sucursal 1,La Altagracia,NORTE,18.616667,-68.633333,23,Avena Quaker,16,110.0,75.0,1760.0,1200.0,560.0,31.82,21,https://raw.githubusercontent.com/JUANCITOPENA/GENERADOR_IMAGENES_PERSONAS/refs/heads/main/FOTOS_PRODUCTOS/producto_23.png,https://raw.githubusercontent.com/JUANCITOPENA/GENERADOR_IMAGENES_PERSONAS/refs/heads/main/FOTOS_PERSONAS/persona_1.png
433,1366,2020-03-16,1,Alejandro Perez,7,Juan Comila,Masculino,Sucursal 2,Puerto Plata,SUR,19.8,-70.7,23,Avena Quaker,16,110.0,75.0,1760.0,1200.0,560.0,31.82,21,https://raw.githubusercontent.com/JUANCITOPENA/GENERADOR_IMAGENES_PERSONAS/refs/heads/main/FOTOS_PRODUCTOS/producto_23.png,https://raw.githubusercontent.com/JUANCITOPENA/GENERADOR_IMAGENES_PERSONAS/refs/heads/main/FOTOS_PERSONAS/persona_7.png
1528,4651,2020-04-10,1,Alejandro Perez,7,Juan Comila,Masculino,Sucursal 2,Puerto Plata,SUR,19.8,-70.7,23,Avena Quaker,16,110.0,75.0,1760.0,1200.0,560.0,31.82,21,https://raw.githubusercontent.com/JUANCITOPENA/GENERADOR_IMAGENES_PERSONAS/refs/heads/main/FOTOS_PRODUCTOS/producto_23.png,https://raw.githubusercontent.com/JUANCITOPENA/GENERADOR_IMAGENES_PERSONAS/refs/heads/main/FOTOS_PERSONAS/persona_7.png
757,2344,2020-05-04,1,Alejandro Perez,12,María Rodríguez,Femenino,Sucursal 3,Barahona,ESTE,18.2,-71.1,15,Miel,18,95.0,75.0,1710.0,1350.0,360.0,21.05,24,https://raw.githubusercontent.com/JUANCITOPENA/GENERADOR_IMAGENES_PERSONAS/refs/heads/main/FOTOS_PRODUCTOS/producto_15.png,https://raw.githubusercontent.com/JUANCITOPENA/GENERADOR_IMAGENES_PERSONAS/refs/heads/main/FOTOS_PERSONAS/persona_12.png
714,2220,2020-09-10,1,Alejandro Perez,9,Carlos Santos,Masculino,Sucursal 2,Espaillat,SUR,19.6,-70.35,23,Avena Quaker,15,110.0,75.0,1650.0,1125.0,525.0,31.82,25,https://raw.githubusercontent.com/JUANCITOPENA/GENERADOR_IMAGENES_PERSONAS/refs/heads/main/FOTOS_PRODUCTOS/producto_23.png,https://raw.githubusercontent.com/JUANCITOPENA/GENERADOR_IMAGENES_PERSONAS/refs/heads/main/FOTOS_PERSONAS/persona_9.png
1474,4499,2023-10-17,1,Alejandro Perez,9,Carlos Santos,Masculino,Sucursal 2,Espaillat,SUR,19.6,-70.35,15,Miel,17,95.0,75.0,1615.0,1275.0,340.0,21.05,26,https://raw.githubusercontent.com/JUANCITOPENA/GENERADOR_IMAGENES_PERSONAS/refs/heads/main/FOTOS_PRODUCTOS/producto_15.png,https://raw.githubusercontent.com/JUANCITOPENA/GENERADOR_IMAGENES_PERSONAS/refs/heads/main/FOTOS_PERSONAS/persona_9.png
558,1737,2023-04-20,1,Alejandro Perez,1,Juan Perez,Masculino,Sucursal 1,La Altagracia,NORTE,18.616667,-68.633333,19,Cebolla Criolla,16,100.0,65.0,1600.0,1040.0,560.0,35.0,27,https://raw.githubusercontent.com/JUANCITOPENA/GENERADOR_IMAGENES_PERSONAS/refs/heads/main/FOTOS_PRODUCTOS/producto_19.png,https://raw.githubusercontent.com/JUANCITOPENA/GENERADOR_IMAGENES_PERSONAS/refs/heads/main/FOTOS_PERSONAS/persona_1.png
433,1364,2020-03-16,1,Alejandro Perez,7,Juan Comila,Masculino,Sucursal 2,Puerto Plata,SUR,19.8,-70.7,12,Carne de pollo,19,75.0,55.0,1425.0,1045.0,380.0,26.67,28,https://raw.githubusercontent.com/JUANCITOPENA/GENERADOR_IMAGENES_PERSONAS/refs/heads/main/FOTOS_PRODUCTOS/producto_12.png,https://raw.githubusercontent.com/JUANCITOPENA/GENERADOR_IMAGENES_PERSONAS/refs/heads/main/FOTOS_PERSONAS/persona_7.png
2054,6294,2020-11-28,1,Alejandro Perez,11,Pedro Gómez,Masculino,Sucursal 3,Azua,ESTE,18.45,-70.733333,15,Miel,15,95.0,75.0,1425.0,1125.0,300.0,21.05,28,https://raw.githubusercontent.com/JUANCITOPENA/GENERADOR_IMAGENES_PERSONAS/refs/heads/main/FOTOS_PRODUCTOS/producto_15.png,https://raw.githubusercontent.com/JUANCITOPENA/GENERADOR_IMAGENES_PERSONAS/refs/heads/main/FOTOS_PERSONAS/persona_11.png
739,2298,2022-02-03,1,Alejandro Perez,10,Julio Linarez,Masculino,Sucursal 2,La Vega,SUR,19.216667,-70.516667,19,Cebolla Criolla,14,100.0,65.0,1400.0,910.0,490.0,35.0,30,https://raw.githubusercontent.com/JUANCITOPENA/GENERADOR_IMAGENES_PERSONAS/refs/heads/main/FOTOS_PRODUCTOS/producto_19.png,https://raw.githubusercontent.com/JUANCITOPENA/GENERADOR_IMAGENES_PERSONAS/refs/heads/main/FOTOS_PERSONAS/persona_10.png
443,1396,2020-11-13,1,Alejandro Perez,2,Maria Vizcaino,Femenino,Sucursal 2,El Seibo,NORTE,18.766667,-69.033333,14,Queso,16,85.0,65.0,1360.0,1040.0,320.0,23.53,31,https://raw.githubusercontent.com/JUANCITOPENA/GENERADOR_IMAGENES_PERSONAS/refs/heads/main/FOTOS_PRODUCTOS/producto_14.png,https://raw.githubusercontent.com/JUANCITOPENA/GENERADOR_IMAGENES_PERSONAS/refs/heads/main/FOTOS_PERSONAS/persona_2.png
1310,3997,2022-08-22,1,Alejandro Perez,10,Julio Linarez,Masculino,Sucursal 2,La Vega,SUR,19.216667,-70.516667,16,Mermelada de Manzanas,12,112.0,76.0,1344.0,912.0,432.0,32.14,32,https://raw.githubusercontent.com/JUANCITOPENA/GENERADOR_IMAGENES_PERSONAS/refs/heads/main/FOTOS_PRODUCTOS/producto_16.png,https://raw.githubusercontent.com/JUANCITOPENA/GENERADOR_IMAGENES_PERSONAS/refs/heads/main/FOTOS_PERSONAS/persona_10.png
148,471,2020-10-17,1,Alejandro Perez,14,Lucía Ramire,Femenino,Sucursal 3,San Cristóbal,ESTE,18.416667,-70.1,15,Miel,14,95.0,75.0,1330.0,1050.0,280.0,21.05,33,https://raw.githubusercontent.com/JUANCITOPENA/GENERADOR_IMAGENES_PERSONAS/refs/heads/main/FOTOS_PRODUCTOS/producto_15.png,https://raw.githubusercontent.com/JUANCITOPENA/GENERADOR_IMAGENES_PERSONAS/refs/heads/main/FOTOS_PERSONAS/persona_14.png
1997,6116,2021-03-11,1,Alejandro Perez,6,Jorge Ramos,Masculino,Sucursal 2,Santiago,SUR,19.45,-70.7,1,Leche,19,70.0,50.0,1330.0,950.0,380.0,28.57,33,https://raw.githubusercontent.com/JUANCITOPENA/GENERADOR_IMAGENES_PERSONAS/refs/heads/main/FOTOS_PRODUCTOS/producto_1.png,https://raw.githubusercontent.com/JUANCITOPENA/GENERADOR_IMAGENES_PERSONAS/refs/heads/main/FOTOS_PERSONAS/persona_6.png
1958,5987,2021-07-12,1,Alejandro Perez,13,Alejandro Peña,Masculino,Sucursal 3,San Juan,ESTE,18.8,-71.2,1,Leche,19,70.0,50.0,1330.0,950.0,380.0,28.57,33,https://raw.githubusercontent.com/JUANCITOPENA/GENERADOR_IMAGENES_PERSONAS/refs/heads/main/FOTOS_PRODUCTOS/producto_1.png,https://raw.githubusercontent.com/JUANCITOPENA/GENERADOR_IMAGENES_PERSONAS/refs/heads/main/FOTOS_PERSONAS/persona_13.png
1543,4708,2021-03-30,1,Alejandro Perez,13,Alejandro Peña,Masculino,Sucursal 3,San Juan,ESTE,18.8,-71.2,1,Leche,19,70.0,50.0,1330.0,950.0,380.0,28.57,33,https://raw.githubusercontent.com/JUANCITOPENA/GENERADOR_IMAGENES_PERSONAS/refs/heads/main/FOTOS_PRODUCTOS/producto_1.png,https://raw.githubusercontent.com/JUANCITOPENA/GENERADOR_IMAGENES_PERSONAS/refs/heads/main/FOTOS_PERSONAS/persona_13.png
140,443,2021-04-09,1,Alejandro Perez,2,Maria Vizcaino,Femenino,Sucursal 2,El Seibo,NORTE,18.766667,-69.033333,23,Avena Quaker,12,110.0,75.0,1320.0,900.0,420.0,31.82,37,https://raw.githubusercontent.com/JUANCITOPENA/GENERADOR_IMAGENES_PERSONAS/refs/heads/main/FOTOS_PRODUCTOS/producto_23.png,https://raw.githubusercontent.com/JUANCITOPENA/GENERADOR_IMAGENES_PERSONAS/refs/heads/main/FOTOS_PERSONAS/persona_2.png
148,468,2020-10-17,1,Alejandro Perez,14,Lucía Ramire,Femenino,Sucursal 3,San Cristóbal,ESTE,18.416667,-70.1,13,Pescado,18,70.0,50.0,1260.0,900.0,360.0,28.57,38,https://raw.githubusercontent.com/JUANCITOPENA/GENERADOR_IMAGENES_PERSONAS/refs/heads/main/FOTOS_PRODUCTOS/producto_13.png,https://raw.githubusercontent.com/JUANCITOPENA/GENERADOR_IMAGENES_PERSONAS/refs/heads/main/FOTOS_PERSONAS/persona_14.png
433,1365,2020-03-16,1,Alejandro Perez,7,Juan Comila,Masculino,Sucursal 2,Puerto Plata,SUR,19.8,-70.7,1,Leche,18,70.0,50.0,1260.0,900.0,360.0,28.57,38,https://raw.githubusercontent.com/JUANCITOPENA/GENERADOR_IMAGENES_PERSONAS/refs/heads/main/FOTOS_PRODUCTOS/producto_1.png,https://raw.githubusercontent.com/JUANCITOPENA/GENERADOR_IMAGENES_PERSONAS/refs/heads/main/FOTOS_PERSONAS/persona_7.png
525,1637,2021-01-17,1,Alejandro Perez,13,Alejandro Peña,Masculino,Sucursal 3,San Juan,ESTE,18.8,-71.2,5,Aceite,19,65.0,45.0,1235.0,855.0,380.0,30.77,40,https://raw.githubusercontent.com/JUANCITOPENA/GENERADOR_IMAGENES_PERSONAS/refs/heads/main/FOTOS_PRODUCTOS/producto_5.png,https://raw.githubusercontent.com/JUANCITOPENA/GENERADOR_IMAGENES_PERSONAS/refs/heads/main/FOTOS_PERSONAS/persona_13.png
1310,3993,2022-08-22,1,Alejandro Perez,10,Julio Linarez,Masculino,Sucursal 2,La Vega,SUR,19.216667,-70.516667,5,Aceite,19,65.0,45.0,1235.0,855.0,380.0,30.77,40,https://raw.githubusercontent.com/JUANCITOPENA/GENERADOR_IMAGENES_PERSONAS/refs/heads/main/FOTOS_PRODUCTOS/producto_5.png,https://raw.githubusercontent.com/JUANCITOPENA/GENERADOR_IMAGENES_PERSONAS/refs/heads/main/FOTOS_PERSONAS/persona_10.png
1775,5440,2022-10-11,1,Alejandro Perez,13,Alejandro Peña,Masculino,Sucursal 3,San Juan,ESTE,18.8,-71.2,16,Mermelada de Manzanas,11,112.0,76.0,1232.0,836.0,396.0,32.14,42,https://raw.githubusercontent.com/JUANCITOPENA/GENERADOR_IMAGENES_PERSONAS/refs/heads/main/FOTOS_PRODUCTOS/producto_16.png,https://raw.githubusercontent.com/JUANCITOPENA/GENERADOR_IMAGENES_PERSONAS/refs/heads/main/FOTOS_PERSONAS/persona_13.png
2494,7596,2021-02-22,1,Alejandro Perez,10,Julio Linarez,Masculino,Sucursal 2,La Vega,SUR,19.216667,-70.516667,16,Mermelada de Manzanas,11,112.0,76.0,1232.0,836.0,396.0,32.14,42,https://raw.githubusercontent.com/JUANCITOPENA/GENERADOR_IMAGENES_PERSONAS/refs/heads/main/FOTOS_PRODUCTOS/producto_16.png,https://raw.githubusercontent.com/JUANCITOPENA/GENERADOR_IMAGENES_PERSONAS/refs/heads/main/FOTOS_PERSONAS/persona_10.png
757,2345,2020-05-04,1,Alejandro Perez,12,María Rodríguez,Femenino,Sucursal 3,Barahona,ESTE,18.2,-71.1,18,Crema dental Colgate,7,175.0,112.0,1225.0,784.0,441.0,36.0,44,https://raw.githubusercontent.com/JUANCITOPENA/GENERADOR_IMAGENES_PERSONAS/refs/heads/main/FOTOS_PRODUCTOS/producto_18.png,https://raw.githubusercontent.com/JUANCITOPENA/GENERADOR_IMAGENES_PERSONAS/refs/heads/main/FOTOS_PERSONAS/persona_12.png
889,2752,2020-05-02,1,Alejandro Perez,13,Alejandro Peña,Masculino,Sucursal 3,San Juan,ESTE,18.8,-71.2,23,Avena Quaker,11,110.0,75.0,1210.0,825.0,385.0,31.82,45,https://raw.githubusercontent.com/JUANCITOPENA/GENERADOR_IMAGENES_PERSONAS/refs/heads/main/FOTOS_PRODUCTOS/producto_23.png,https://raw.githubusercontent.com/JUANCITOPENA/GENERADOR_IMAGENES_PERSONAS/refs/heads/main/FOTOS_PERSONAS/persona_13.png
2494,7595,2021-02-22,1,Alejandro Perez,10,Julio Linarez,Masculino,Sucursal 2,La Vega,SUR,19.216667,-70.516667,14,Queso,14,85.0,65.0,1190.0,910.0,280.0,23.53,46,https://raw.githubusercontent.com/JUANCITOPENA/GENERADOR_IMAGENES_PERSONAS/refs/heads/main/FOTOS_PRODUCTOS/producto_14.png,https://raw.githubusercontent.com/JUANCITOPENA/GENERADOR_IMAGENES_PERSONAS/refs/heads/main/FOTOS_PERSONAS/persona_10.png
1561,4769,2020-06-29,1,Alejandro Perez,12,María Rodríguez,Femenino,Sucursal 3,Barahona,ESTE,18.2,-71.1,4,Pan integral,19,60.0,40.0,1140.0,760.0,380.0,33.33,47,https://raw.githubusercontent.com/JUANCITOPENA/GENERADOR_IMAGENES_PERSONAS/refs/heads/main/FOTOS_PRODUCTOS/producto_4.png,https://raw.githubusercontent.com/JUANCITOPENA/GENERADOR_IMAGENES_PERSONAS/refs/heads/main/FOTOS_PERSONAS/persona_12.png
1259,3849,2021-03-31,1,Alejandro Perez,15,Laura de la Rosa,Femenino,Sucursal 3,Peravia,ESTE,18.283333,-70.35,15,Miel,12,95.0,75.0,1140.0,900.0,240.0,21.05,47,https://raw.githubusercontent.com/JUANCITOPENA/GENERADOR_IMAGENES_PERSONAS/refs/heads/main/FOTOS_PRODUCTOS/producto_15.png,https://raw.githubusercontent.com/JUANCITOPENA/GENERADOR_IMAGENES_PERSONAS/refs/heads/main/FOTOS_PERSONAS/persona_15.png
918,2830,2020-08-17,1,Alejandro Perez,9,Carlos Santos,Masculino,Sucursal 2,Espaillat,SUR,19.6,-70.35,1,Leche,16,70.0,50.0,1120.0,800.0,320.0,28.57,49,https://raw.githubusercontent.com/JUANCITOPENA/GENERADOR_IMAGENES_PERSONAS/refs/heads/main/FOTOS_PRODUCTOS/producto_1.png,https://raw.githubusercontent.com/JUANCITOPENA/GENERADOR_IMAGENES_PERSONAS/refs/heads/main/FOTOS_PERSONAS/persona_9.png
1005,3108,2022-07-12,1,Alejandro Perez,10,Julio Linarez,Masculino,Sucursal 2,La Vega,SUR,19.216667,-70.516667,16,Mermelada de Manzanas,10,112.0,76.0,1120.0,760.0,360.0,32.14,49,https://raw.githubusercontent.com/JUANCITOPENA/GENERADOR_IMAGENES_PERSONAS/refs/heads/main/FOTOS_PRODUCTOS/producto_16.png,https://raw.githubusercontent.com/JUANCITOPENA/GENERADOR_IMAGENES_PERSONAS/refs/heads/main/FOTOS_PERSONAS/persona_10.png
148,469,2020-10-17,1,Alejandro Perez,14,Lucía Ramire,Femenino,Sucursal 3,San Cristóbal,ESTE,18.416667,-70.1,5,Aceite,17,65.0,45.0,1105.0,765.0,340.0,30.77,51,https://raw.githubusercontent.com/JUANCITOPENA/GENERADOR_IMAGENES_PERSONAS/refs/heads/main/FOTOS_PRODUCTOS/producto_5.png,https://raw.githubusercontent.com/JUANCITOPENA/GENERADOR_IMAGENES_PERSONAS/refs/heads/main/FOTOS_PERSONAS/persona_14.png
558,1735,2023-04-20,1,Alejandro Perez,1,Juan Perez,Masculino,Sucursal 1,La Altagracia,NORTE,18.616667,-68.633333,17,Jabon Limpiol,10,110.0,85.0,1100.0,850.0,250.0,22.73,52,https://raw.githubusercontent.com/JUANCITOPENA/GENERADOR_IMAGENES_PERSONAS/refs/heads/main/FOTOS_PRODUCTOS/producto_17.png,https://raw.githubusercontent.com/JUANCITOPENA/GENERADOR_IMAGENES_PERSONAS/refs/heads/main/FOTOS_PERSONAS/persona_1.png
